id,title,abstract,category,predicted_category
38767115,Genetic Associations with C-peptide Levels before Type 1 Diabetes Diagnosis in At-Risk Relatives.,"We sought to determine whether the type 1 diabetes genetic risk score-2 (T1D-GRS2) and single nucleotide polymorphisms (SNPs) are associated with C-peptide preservation before type 1 diabetes diagnosis. We conducted a retrospective analysis of 713 autoantibody-positive participants who developed type 1 diabetes in the TrialNet Pathway to Prevention Study who had T1DExomeChip data. We evaluated the relationships of 16 known SNPs and T1D-GRS2 with area under the curve (AUC) C-peptide levels during oral glucose tolerance tests conducted in the 9 months before diagnosis. Higher T1D-GRS2 was associated with lower C-peptide AUC in the 9 months before diagnosis in univariate (β=-0.06, P<0.0001) and multivariate (β=-0.03, P=0.005) analyses. Participants with the JAZF1 rs864745 T allele had lower C-peptide AUC in both univariate (β=-0.11, P=0.002) and multivariate (β=-0.06, P=0.018) analyses. The type 2 diabetes-associated JAZF1 rs864745 T allele and higher T1D-GRS2 are associated with lower C-peptide AUC prior to diagnosis of type 1 diabetes, with implications for the design of prevention trials.",0,prevention
38769291,First report of anthracnose of <i>Lithocarpus polystachyus</i> caused by <i>Colletotrichum fructicola</i> in China.,"Lithocarpus polystachyus (Wall. ex A. DC.), an economically valuable plant species belonging to the Fagaceae family, has been used as herbal tea to prevent diabetes because of the high content of flavonoids and dihydrochalcones in the leaves (Shang et al. 2022). In July 2022, the severe leaf lesion on L. polystachyus was first observed in Yongshun County, Xiangxi autonomous prefecture (28°45'34''N, 109°40'11''E), Hunan province, China. Yongshun County is characterized by hills and mountains, situated in a subtropical region with a mild and humid climate. A second outbreak in July 2023 was observed in the same area. The observed incident rates in the past two years were 87.3% and 90.6%, respectively. Once infected, almost all plant leaves will be infected, leading to a substantial reduction in the yield of L. polystachyus. The disease presented symptoms characterized by round or irregularly shaped lesions that initially manifested as brown spots. These lesions frequently merged into larger, dark-brown areas along the leaf margins before eventually wilting. To ascertain the pathogenic species responsible for this disease, fungal isolation was conducted using a tissue separation method (Xu et al. 2023). The infected leaf tissues were surface-disinfected with 75% ethanol and 0.1% HgCl then small pieces (1×1 cm), were placed onto potato dextrose agar (PDA) medium (Sigma-Aldrich, 70139) and incubated at 28°C for 6-9 days. Colonies were villiform and initially white, becoming gray after 6 days. Sterilized dissecting needles were used to pick single hyphal tips from the edge of the colonies and placed onto PDA for strain purification. After 15 days, the purified colonies grew fluffy white hyphae with abundant conidia. The conidia were cylindrical, had round ends, and ranged from 5.75 to 14.83 μm long and 1.75 to 2.38 μm wide (n=50). According to morphological and cultural characteristics, these isolates were preliminarily identified as Colletotrichum fructicola Prihast., L. Cai & K.D. Hyde (Damm et al. 2012). To further affirm the identity of the pathogen, DNA was extracted from mycelia using a DNA extraction kit (Sigma-Aldrich, G2N70). The internal transcribed spacer (ITS) region, the transcription elongation factor (TEF), and the actin (ACT) gene were then amplified from genomic DNA extracted from three isolates (Cof1, Cof2, and Cof3) using specific primers. The primers utilized were ITS1/ITS4 (White et al. 1990), EF1-728F/EF1-986R and ACT-512F/ACT-783R (Carbone and Kohn 1999) for ITS region, transcription elongation factor gene and actin gene amplification, respectively. Sequence identity indicated that these isolates were highly homologous to C. fructicola. The ITS (Genbank No. PP002156, OR880553 and OR880554), TEF (No. PP061421, PP061422 and PP061423), and ACT (No. PP061418, PP061419 and PP061420) sequences of the isolates Cof1, Cof2, and Cof3 shared 99 to 100% identity with their counterparts (No. OR083309, MF627961, and OQ427895) in C. fructicola, respectively. A neighbor-joining phylogenetic tree constructed using MEGA11 (Tamura et al. 2021) also indicated that these isolates were C. fructicola. Both morphological and molecular characteristics confirmed the identification of this pathogen as C. fructicola. Colletotrichum species are known to cause anthracnose disease in a variety of economically important crops (Sharma and Kulshrestha 2015). To further validate the ability of the isolated C. fructicola to induce the same symptoms as observed in the field, the pathogenicity assay was assessed following Koch's postulates (Gradmann, 2014). Conidial suspensions (1×105 conidia per mL) from three isolates were individually inoculated onto artificially wounded leaves of 3-year-old L. polystachyus. Negative controls were established by inoculating leaf wounds with sterile distilled water. The plants were incubated in a greenhouse at 28°C and 90% humidity with a 12-h photoperiod. The experiment was replicated three times. Necrotic lesions were observed on all pathogen-inoculated wounds within 6 days after inoculation, whereas controls showed no observable symptoms. Morphological and molecular characterization of re-isolated pathogens from infected leaves indicated that the pathogens were identical. To our knowledge, this is the first report of anthracnose of L. polystachyus caused by C. fructicola in China. Farmers in the local mountainous areas are economically reliant on L. polystachyus production, while anthracnose has caused over half of the trees to lose their commercial value, resulting in significant economic losses. Our findings hold great promise for advancing strategies in the prevention and treatment of anthracnose in L. polystachyus.",0,prevention
38769291,First report of anthracnose of <i>Lithocarpus polystachyus</i> caused by <i>Colletotrichum fructicola</i> in China.,"Lithocarpus polystachyus (Wall. ex A. DC.), an economically valuable plant species belonging to the Fagaceae family, has been used as herbal tea to prevent diabetes because of the high content of flavonoids and dihydrochalcones in the leaves (Shang et al. 2022). In July 2022, the severe leaf lesion on L. polystachyus was first observed in Yongshun County, Xiangxi autonomous prefecture (28°45'34''N, 109°40'11''E), Hunan province, China. Yongshun County is characterized by hills and mountains, situated in a subtropical region with a mild and humid climate. A second outbreak in July 2023 was observed in the same area. The observed incident rates in the past two years were 87.3% and 90.6%, respectively. Once infected, almost all plant leaves will be infected, leading to a substantial reduction in the yield of L. polystachyus. The disease presented symptoms characterized by round or irregularly shaped lesions that initially manifested as brown spots. These lesions frequently merged into larger, dark-brown areas along the leaf margins before eventually wilting. To ascertain the pathogenic species responsible for this disease, fungal isolation was conducted using a tissue separation method (Xu et al. 2023). The infected leaf tissues were surface-disinfected with 75% ethanol and 0.1% HgCl then small pieces (1×1 cm), were placed onto potato dextrose agar (PDA) medium (Sigma-Aldrich, 70139) and incubated at 28°C for 6-9 days. Colonies were villiform and initially white, becoming gray after 6 days. Sterilized dissecting needles were used to pick single hyphal tips from the edge of the colonies and placed onto PDA for strain purification. After 15 days, the purified colonies grew fluffy white hyphae with abundant conidia. The conidia were cylindrical, had round ends, and ranged from 5.75 to 14.83 μm long and 1.75 to 2.38 μm wide (n=50). According to morphological and cultural characteristics, these isolates were preliminarily identified as Colletotrichum fructicola Prihast., L. Cai & K.D. Hyde (Damm et al. 2012). To further affirm the identity of the pathogen, DNA was extracted from mycelia using a DNA extraction kit (Sigma-Aldrich, G2N70). The internal transcribed spacer (ITS) region, the transcription elongation factor (TEF), and the actin (ACT) gene were then amplified from genomic DNA extracted from three isolates (Cof1, Cof2, and Cof3) using specific primers. The primers utilized were ITS1/ITS4 (White et al. 1990), EF1-728F/EF1-986R and ACT-512F/ACT-783R (Carbone and Kohn 1999) for ITS region, transcription elongation factor gene and actin gene amplification, respectively. Sequence identity indicated that these isolates were highly homologous to C. fructicola. The ITS (Genbank No. PP002156, OR880553 and OR880554), TEF (No. PP061421, PP061422 and PP061423), and ACT (No. PP061418, PP061419 and PP061420) sequences of the isolates Cof1, Cof2, and Cof3 shared 99 to 100% identity with their counterparts (No. OR083309, MF627961, and OQ427895) in C. fructicola, respectively. A neighbor-joining phylogenetic tree constructed using MEGA11 (Tamura et al. 2021) also indicated that these isolates were C. fructicola. Both morphological and molecular characteristics confirmed the identification of this pathogen as C. fructicola. Colletotrichum species are known to cause anthracnose disease in a variety of economically important crops (Sharma and Kulshrestha 2015). To further validate the ability of the isolated C. fructicola to induce the same symptoms as observed in the field, the pathogenicity assay was assessed following Koch's postulates (Gradmann, 2014). Conidial suspensions (1×105 conidia per mL) from three isolates were individually inoculated onto artificially wounded leaves of 3-year-old L. polystachyus. Negative controls were established by inoculating leaf wounds with sterile distilled water. The plants were incubated in a greenhouse at 28°C and 90% humidity with a 12-h photoperiod. The experiment was replicated three times. Necrotic lesions were observed on all pathogen-inoculated wounds within 6 days after inoculation, whereas controls showed no observable symptoms. Morphological and molecular characterization of re-isolated pathogens from infected leaves indicated that the pathogens were identical. To our knowledge, this is the first report of anthracnose of L. polystachyus caused by C. fructicola in China. Farmers in the local mountainous areas are economically reliant on L. polystachyus production, while anthracnose has caused over half of the trees to lose their commercial value, resulting in significant economic losses. Our findings hold great promise for advancing strategies in the prevention and treatment of anthracnose in L. polystachyus.",0,prevention
38767115,Genetic Associations with C-peptide Levels before Type 1 Diabetes Diagnosis in At-Risk Relatives.,"We sought to determine whether the type 1 diabetes genetic risk score-2 (T1D-GRS2) and single nucleotide polymorphisms (SNPs) are associated with C-peptide preservation before type 1 diabetes diagnosis. We conducted a retrospective analysis of 713 autoantibody-positive participants who developed type 1 diabetes in the TrialNet Pathway to Prevention Study who had T1DExomeChip data. We evaluated the relationships of 16 known SNPs and T1D-GRS2 with area under the curve (AUC) C-peptide levels during oral glucose tolerance tests conducted in the 9 months before diagnosis. Higher T1D-GRS2 was associated with lower C-peptide AUC in the 9 months before diagnosis in univariate (β=-0.06, P<0.0001) and multivariate (β=-0.03, P=0.005) analyses. Participants with the JAZF1 rs864745 T allele had lower C-peptide AUC in both univariate (β=-0.11, P=0.002) and multivariate (β=-0.06, P=0.018) analyses. The type 2 diabetes-associated JAZF1 rs864745 T allele and higher T1D-GRS2 are associated with lower C-peptide AUC prior to diagnosis of type 1 diabetes, with implications for the design of prevention trials.",0,prevention
38767740,Nonalcoholic Fatty Liver Disease and Ethnicity: Lessons Learned from the Arab Population in Israel.,"Non-alcoholic fatty liver disease (NAFLD) is the most common liver disease. We aimed to investigate the potential similarities and differences regarding the disease among Arabs and Jews. Retrospective study included all patients older than 18 years with NAFLD diagnosis according to ICD-10 codes. Data regarding demographics, comorbidities, and outcomes were retrieved using the MdClone platform from ""Clalit"" in Israel. Data concerning 34,090 Arab patients and 173,500 Jewish patients with NAFLD were included. Arab patients were significantly younger at diagnosis (35.0 ± 13 years vs. 43.6 ± 15 years, p < 0.001) and had higher rates of obesity and diabetes mellitus (69.5% vs. 56.5% and 27.0% vs. 22.7%, p < 0.001, respectively). Arab patients had higher rates of cirrhosis and portal hypertension-related complications (2.5% vs. 2.0%, p < 0.001), esophageal varices (0.9% vs. 0.5%, p < 0.001), spontaneous bacterial peritonitis (0.3% vs. 0.1%, p < 0.001), and hepatorenal syndrome (0.3% vs. 0.1%, p < 0.001). There was no significant difference in the prevalence of hepatocellular carcinoma between study groups (0.4% vs. 0.5%, p = 0.156). Liver transplantation was performed in 0.2% of Arab NAFLD patients compared to 0.07% of Jewish NAFLD patients (p < 0.001). Lower rates of all-cause mortality were found among the Arab NAFLD patients versus Jewish NAFLD patients (7.7% versus 11.5%, p < 0.001). According to the Cox regression model, Arab ethnicity is a risk factor for death with OR of 1.36. Significant differences regarding comorbidities, complications, liver transplantations rates, and all-cause mortality were found among NAFLD patients of different ethnicities, hence specific population need specific consideration in prevention, early diagnosis and follow up.",0,prevention
38767674,Assessment of genetic and clinical factors in T2D susceptibility among patients with hypertension.,"Hypertension (HTN) and Type 2 Diabetes (T2D) often coexist, therefore understanding the relationship between both diseases is imperative to guide targeted prevention/therapy. This study aims to explore the relationship between HTN and T2D using genome-wide association study (GWAS) analysis and biochemical data to understand the implication of both clinical and genetic factors in these pathologies. A total of 2,876 patients were enrolled. Using GWAS and biochemical data, patients with both T2D and HTN were compared to patients with only HTN. Specificity was confirmed by testing the detected genetic variants for associations with HTN development in T2D patients, or with HTN in healthy subjects. Regression models were applied to examine the association of T2D in patients with HTN with cardiovascular risk factors. Replication was performed using UK Biobank dataset with 31,170 subjects. Data showed that females with HTN are at higher risk of developing T2D due to dyslipidemia, while males faced higher risk due to high BMI (body mass index) and family history of T2D. GWAS identified Single Nucleotide Polymorphisms (SNPs) linked to T2D in patients with HTN. Notably, rs7865889, rs7756992, and rs10896290 were positively associated with T2D, whereas rs12737517 yielded negative association. Three SNPs were replicated in the UK Biobank (rs10896290, rs7865889, and rs7756992). Incorporating clinical and genetic screening into risk assessment is important for the detection and prevention of T2D in patients with HTN. The detected SNPs (rs7865889, rs12737517, and rs10896290), especially the protective SNP (rs12737517), provide an opportunity for better diagnosis, prevention, and therapy of patients with T2D and HTN.",0,prevention
38769291,First report of anthracnose of <i>Lithocarpus polystachyus</i> caused by <i>Colletotrichum fructicola</i> in China.,"Lithocarpus polystachyus (Wall. ex A. DC.), an economically valuable plant species belonging to the Fagaceae family, has been used as herbal tea to prevent diabetes because of the high content of flavonoids and dihydrochalcones in the leaves (Shang et al. 2022). In July 2022, the severe leaf lesion on L. polystachyus was first observed in Yongshun County, Xiangxi autonomous prefecture (28°45'34''N, 109°40'11''E), Hunan province, China. Yongshun County is characterized by hills and mountains, situated in a subtropical region with a mild and humid climate. A second outbreak in July 2023 was observed in the same area. The observed incident rates in the past two years were 87.3% and 90.6%, respectively. Once infected, almost all plant leaves will be infected, leading to a substantial reduction in the yield of L. polystachyus. The disease presented symptoms characterized by round or irregularly shaped lesions that initially manifested as brown spots. These lesions frequently merged into larger, dark-brown areas along the leaf margins before eventually wilting. To ascertain the pathogenic species responsible for this disease, fungal isolation was conducted using a tissue separation method (Xu et al. 2023). The infected leaf tissues were surface-disinfected with 75% ethanol and 0.1% HgCl then small pieces (1×1 cm), were placed onto potato dextrose agar (PDA) medium (Sigma-Aldrich, 70139) and incubated at 28°C for 6-9 days. Colonies were villiform and initially white, becoming gray after 6 days. Sterilized dissecting needles were used to pick single hyphal tips from the edge of the colonies and placed onto PDA for strain purification. After 15 days, the purified colonies grew fluffy white hyphae with abundant conidia. The conidia were cylindrical, had round ends, and ranged from 5.75 to 14.83 μm long and 1.75 to 2.38 μm wide (n=50). According to morphological and cultural characteristics, these isolates were preliminarily identified as Colletotrichum fructicola Prihast., L. Cai & K.D. Hyde (Damm et al. 2012). To further affirm the identity of the pathogen, DNA was extracted from mycelia using a DNA extraction kit (Sigma-Aldrich, G2N70). The internal transcribed spacer (ITS) region, the transcription elongation factor (TEF), and the actin (ACT) gene were then amplified from genomic DNA extracted from three isolates (Cof1, Cof2, and Cof3) using specific primers. The primers utilized were ITS1/ITS4 (White et al. 1990), EF1-728F/EF1-986R and ACT-512F/ACT-783R (Carbone and Kohn 1999) for ITS region, transcription elongation factor gene and actin gene amplification, respectively. Sequence identity indicated that these isolates were highly homologous to C. fructicola. The ITS (Genbank No. PP002156, OR880553 and OR880554), TEF (No. PP061421, PP061422 and PP061423), and ACT (No. PP061418, PP061419 and PP061420) sequences of the isolates Cof1, Cof2, and Cof3 shared 99 to 100% identity with their counterparts (No. OR083309, MF627961, and OQ427895) in C. fructicola, respectively. A neighbor-joining phylogenetic tree constructed using MEGA11 (Tamura et al. 2021) also indicated that these isolates were C. fructicola. Both morphological and molecular characteristics confirmed the identification of this pathogen as C. fructicola. Colletotrichum species are known to cause anthracnose disease in a variety of economically important crops (Sharma and Kulshrestha 2015). To further validate the ability of the isolated C. fructicola to induce the same symptoms as observed in the field, the pathogenicity assay was assessed following Koch's postulates (Gradmann, 2014). Conidial suspensions (1×105 conidia per mL) from three isolates were individually inoculated onto artificially wounded leaves of 3-year-old L. polystachyus. Negative controls were established by inoculating leaf wounds with sterile distilled water. The plants were incubated in a greenhouse at 28°C and 90% humidity with a 12-h photoperiod. The experiment was replicated three times. Necrotic lesions were observed on all pathogen-inoculated wounds within 6 days after inoculation, whereas controls showed no observable symptoms. Morphological and molecular characterization of re-isolated pathogens from infected leaves indicated that the pathogens were identical. To our knowledge, this is the first report of anthracnose of L. polystachyus caused by C. fructicola in China. Farmers in the local mountainous areas are economically reliant on L. polystachyus production, while anthracnose has caused over half of the trees to lose their commercial value, resulting in significant economic losses. Our findings hold great promise for advancing strategies in the prevention and treatment of anthracnose in L. polystachyus.",0,prevention
38767746,Food Insecurity and Hypoglycemia among Older Patients with Type 2 Diabetes Treated with Insulin or Sulfonylureas: The Diabetes & Aging Study.,"Severe hypoglycemia is a serious adverse drug event associated with hypoglycemia-prone medications; older patients with diabetes are particularly at high risk. Economic food insecurity (food insecurity due to financial limitations) is a known risk factor for hypoglycemia; however, less is known about physical food insecurity (due to difficulty cooking or shopping for food), which may increase with age, and its association with hypoglycemia. Study associations between food insecurity and severe hypoglycemia. Survey based cross-sectional study. Survey responses were collected in 2019 from 1,164 older (≥ 65 years) patients with type 2 diabetes treated with insulin or sulfonylureas. Risk ratios (RR) for economic and physical food insecurity associated with self-reported severe hypoglycemia (low blood glucose requiring assistance) adjusted for age, financial strain, HbA1c, Charlson comorbidity score and frailty. Self-reported reasons for hypoglycemia endorsed by respondents. Food insecurity was reported by 12.3% of the respondents; of whom 38.4% reported economic food insecurity only, 21.1% physical food insecurity only and 40.5% both. Economic food insecurity and physical food insecurity were strongly associated with severe hypoglycemia (RR = 4.3; p = 0.02 and RR = 4.4; p = 0.002, respectively). Missed meals (""skipped meals, not eating enough or waiting too long to eat"") was the dominant reason (77.5%) given for hypoglycemia. Hypoglycemia prevention efforts among older patients with diabetes using hypoglycemia-prone medications should address food insecurity. Standard food insecurity questions, which are used to identify economic food insecurity, will fail to identify patients who have physical food insecurity only.",0,prevention
38767115,Genetic Associations with C-peptide Levels before Type 1 Diabetes Diagnosis in At-Risk Relatives.,"We sought to determine whether the type 1 diabetes genetic risk score-2 (T1D-GRS2) and single nucleotide polymorphisms (SNPs) are associated with C-peptide preservation before type 1 diabetes diagnosis. We conducted a retrospective analysis of 713 autoantibody-positive participants who developed type 1 diabetes in the TrialNet Pathway to Prevention Study who had T1DExomeChip data. We evaluated the relationships of 16 known SNPs and T1D-GRS2 with area under the curve (AUC) C-peptide levels during oral glucose tolerance tests conducted in the 9 months before diagnosis. Higher T1D-GRS2 was associated with lower C-peptide AUC in the 9 months before diagnosis in univariate (β=-0.06, P<0.0001) and multivariate (β=-0.03, P=0.005) analyses. Participants with the JAZF1 rs864745 T allele had lower C-peptide AUC in both univariate (β=-0.11, P=0.002) and multivariate (β=-0.06, P=0.018) analyses. The type 2 diabetes-associated JAZF1 rs864745 T allele and higher T1D-GRS2 are associated with lower C-peptide AUC prior to diagnosis of type 1 diabetes, with implications for the design of prevention trials.",0,prevention
38767740,Nonalcoholic Fatty Liver Disease and Ethnicity: Lessons Learned from the Arab Population in Israel.,"Non-alcoholic fatty liver disease (NAFLD) is the most common liver disease. We aimed to investigate the potential similarities and differences regarding the disease among Arabs and Jews. Retrospective study included all patients older than 18 years with NAFLD diagnosis according to ICD-10 codes. Data regarding demographics, comorbidities, and outcomes were retrieved using the MdClone platform from ""Clalit"" in Israel. Data concerning 34,090 Arab patients and 173,500 Jewish patients with NAFLD were included. Arab patients were significantly younger at diagnosis (35.0 ± 13 years vs. 43.6 ± 15 years, p < 0.001) and had higher rates of obesity and diabetes mellitus (69.5% vs. 56.5% and 27.0% vs. 22.7%, p < 0.001, respectively). Arab patients had higher rates of cirrhosis and portal hypertension-related complications (2.5% vs. 2.0%, p < 0.001), esophageal varices (0.9% vs. 0.5%, p < 0.001), spontaneous bacterial peritonitis (0.3% vs. 0.1%, p < 0.001), and hepatorenal syndrome (0.3% vs. 0.1%, p < 0.001). There was no significant difference in the prevalence of hepatocellular carcinoma between study groups (0.4% vs. 0.5%, p = 0.156). Liver transplantation was performed in 0.2% of Arab NAFLD patients compared to 0.07% of Jewish NAFLD patients (p < 0.001). Lower rates of all-cause mortality were found among the Arab NAFLD patients versus Jewish NAFLD patients (7.7% versus 11.5%, p < 0.001). According to the Cox regression model, Arab ethnicity is a risk factor for death with OR of 1.36. Significant differences regarding comorbidities, complications, liver transplantations rates, and all-cause mortality were found among NAFLD patients of different ethnicities, hence specific population need specific consideration in prevention, early diagnosis and follow up.",0,prevention
38767674,Assessment of genetic and clinical factors in T2D susceptibility among patients with hypertension.,"Hypertension (HTN) and Type 2 Diabetes (T2D) often coexist, therefore understanding the relationship between both diseases is imperative to guide targeted prevention/therapy. This study aims to explore the relationship between HTN and T2D using genome-wide association study (GWAS) analysis and biochemical data to understand the implication of both clinical and genetic factors in these pathologies. A total of 2,876 patients were enrolled. Using GWAS and biochemical data, patients with both T2D and HTN were compared to patients with only HTN. Specificity was confirmed by testing the detected genetic variants for associations with HTN development in T2D patients, or with HTN in healthy subjects. Regression models were applied to examine the association of T2D in patients with HTN with cardiovascular risk factors. Replication was performed using UK Biobank dataset with 31,170 subjects. Data showed that females with HTN are at higher risk of developing T2D due to dyslipidemia, while males faced higher risk due to high BMI (body mass index) and family history of T2D. GWAS identified Single Nucleotide Polymorphisms (SNPs) linked to T2D in patients with HTN. Notably, rs7865889, rs7756992, and rs10896290 were positively associated with T2D, whereas rs12737517 yielded negative association. Three SNPs were replicated in the UK Biobank (rs10896290, rs7865889, and rs7756992). Incorporating clinical and genetic screening into risk assessment is important for the detection and prevention of T2D in patients with HTN. The detected SNPs (rs7865889, rs12737517, and rs10896290), especially the protective SNP (rs12737517), provide an opportunity for better diagnosis, prevention, and therapy of patients with T2D and HTN.",0,prevention
38767746,Food Insecurity and Hypoglycemia among Older Patients with Type 2 Diabetes Treated with Insulin or Sulfonylureas: The Diabetes & Aging Study.,"Severe hypoglycemia is a serious adverse drug event associated with hypoglycemia-prone medications; older patients with diabetes are particularly at high risk. Economic food insecurity (food insecurity due to financial limitations) is a known risk factor for hypoglycemia; however, less is known about physical food insecurity (due to difficulty cooking or shopping for food), which may increase with age, and its association with hypoglycemia. Study associations between food insecurity and severe hypoglycemia. Survey based cross-sectional study. Survey responses were collected in 2019 from 1,164 older (≥ 65 years) patients with type 2 diabetes treated with insulin or sulfonylureas. Risk ratios (RR) for economic and physical food insecurity associated with self-reported severe hypoglycemia (low blood glucose requiring assistance) adjusted for age, financial strain, HbA1c, Charlson comorbidity score and frailty. Self-reported reasons for hypoglycemia endorsed by respondents. Food insecurity was reported by 12.3% of the respondents; of whom 38.4% reported economic food insecurity only, 21.1% physical food insecurity only and 40.5% both. Economic food insecurity and physical food insecurity were strongly associated with severe hypoglycemia (RR = 4.3; p = 0.02 and RR = 4.4; p = 0.002, respectively). Missed meals (""skipped meals, not eating enough or waiting too long to eat"") was the dominant reason (77.5%) given for hypoglycemia. Hypoglycemia prevention efforts among older patients with diabetes using hypoglycemia-prone medications should address food insecurity. Standard food insecurity questions, which are used to identify economic food insecurity, will fail to identify patients who have physical food insecurity only.",0,prevention
38767746,Food Insecurity and Hypoglycemia among Older Patients with Type 2 Diabetes Treated with Insulin or Sulfonylureas: The Diabetes & Aging Study.,"Severe hypoglycemia is a serious adverse drug event associated with hypoglycemia-prone medications; older patients with diabetes are particularly at high risk. Economic food insecurity (food insecurity due to financial limitations) is a known risk factor for hypoglycemia; however, less is known about physical food insecurity (due to difficulty cooking or shopping for food), which may increase with age, and its association with hypoglycemia. Study associations between food insecurity and severe hypoglycemia. Survey based cross-sectional study. Survey responses were collected in 2019 from 1,164 older (≥ 65 years) patients with type 2 diabetes treated with insulin or sulfonylureas. Risk ratios (RR) for economic and physical food insecurity associated with self-reported severe hypoglycemia (low blood glucose requiring assistance) adjusted for age, financial strain, HbA1c, Charlson comorbidity score and frailty. Self-reported reasons for hypoglycemia endorsed by respondents. Food insecurity was reported by 12.3% of the respondents; of whom 38.4% reported economic food insecurity only, 21.1% physical food insecurity only and 40.5% both. Economic food insecurity and physical food insecurity were strongly associated with severe hypoglycemia (RR = 4.3; p = 0.02 and RR = 4.4; p = 0.002, respectively). Missed meals (""skipped meals, not eating enough or waiting too long to eat"") was the dominant reason (77.5%) given for hypoglycemia. Hypoglycemia prevention efforts among older patients with diabetes using hypoglycemia-prone medications should address food insecurity. Standard food insecurity questions, which are used to identify economic food insecurity, will fail to identify patients who have physical food insecurity only.",0,prevention
38767674,Assessment of genetic and clinical factors in T2D susceptibility among patients with hypertension.,"Hypertension (HTN) and Type 2 Diabetes (T2D) often coexist, therefore understanding the relationship between both diseases is imperative to guide targeted prevention/therapy. This study aims to explore the relationship between HTN and T2D using genome-wide association study (GWAS) analysis and biochemical data to understand the implication of both clinical and genetic factors in these pathologies. A total of 2,876 patients were enrolled. Using GWAS and biochemical data, patients with both T2D and HTN were compared to patients with only HTN. Specificity was confirmed by testing the detected genetic variants for associations with HTN development in T2D patients, or with HTN in healthy subjects. Regression models were applied to examine the association of T2D in patients with HTN with cardiovascular risk factors. Replication was performed using UK Biobank dataset with 31,170 subjects. Data showed that females with HTN are at higher risk of developing T2D due to dyslipidemia, while males faced higher risk due to high BMI (body mass index) and family history of T2D. GWAS identified Single Nucleotide Polymorphisms (SNPs) linked to T2D in patients with HTN. Notably, rs7865889, rs7756992, and rs10896290 were positively associated with T2D, whereas rs12737517 yielded negative association. Three SNPs were replicated in the UK Biobank (rs10896290, rs7865889, and rs7756992). Incorporating clinical and genetic screening into risk assessment is important for the detection and prevention of T2D in patients with HTN. The detected SNPs (rs7865889, rs12737517, and rs10896290), especially the protective SNP (rs12737517), provide an opportunity for better diagnosis, prevention, and therapy of patients with T2D and HTN.",0,prevention
